64:62,24,34,74,46,67,54,55,14,69,94,84,66,45,65,68,63,44,61,56
93:83,43,71,53,23,72,94,99,13,73,82,97,63,91,92,81,96,33,98,95
19:29,49,59,79,15,17,14,11,16,89,27,28,37,38,18,12,99,69,39,13
46:86,49,26,43,55,54,16,42,36,66,45,76,65,47,56,44,96,64,41,48
88:86,58,83,79,89,85,99,87,38,82,18,78,81,68,77,97,84,98,28,48
57:55,58,59,48,67,54,17,53,37,52,27,49,68,87,77,97,47,56,69,51
43:62,46,49,83,53,93,52,42,13,45,51,61,47,63,44,73,33,23,41,48
67:62,58,49,57,59,17,37,69,27,47,66,87,77,97,65,68,63,64,61,48
58:55,59,57,48,88,54,49,53,67,52,47,38,18,78,68,56,69,98,28,51
14:34,24,74,26,15,17,11,16,54,94,19,25,84,36,35,18,12,44,64,13
11:15,17,14,16,71,23,19,22,32,18,51,12,41,61,81,91,33,31,21,13
86:46,88,83,26,74,89,85,16,94,96,36,87,66,82,76,75,81,56,84,95
22:62,24,26,29,25,11,52,27,42,28,82,12,32,92,31,33,72,23,21,13
61:62,43,67,71,53,11,69,42,52,66,91,65,68,63,31,41,64,81,21,51
35:34,55,24,26,15,37,25,85,14,16,36,38,45,75,65,32,33,31,39,95
38:34,58,88,29,68,17,37,27,28,19,36,35,18,78,32,98,33,31,39,48
75:55,74,86,79,71,15,25,85,94,96,84,35,77,76,78,45,65,73,72,95
12:62,15,17,14,11,16,42,52,19,22,82,18,32,92,31,33,72,23,21,13
32:34,62,37,11,52,42,23,22,36,35,38,82,12,92,21,72,33,31,39,13
69:62,29,49,59,79,67,48,89,57,58,47,99,66,65,68,63,64,61,39,19
33:34,83,43,37,53,93,11,22,36,35,38,63,12,32,23,21,73,31,39,13
23:24,26,29,43,83,25,53,93,27,11,22,28,12,32,63,31,73,33,21,13
39:34,29,49,59,79,17,37,89,27,28,36,35,38,18,32,99,69,33,31,19
51:55,58,59,57,43,62,54,71,53,11,52,42,63,61,41,81,56,91,31,21
55:58,59,57,46,54,15,53,25,52,85,95,66,35,45,75,65,56,44,64,51
87:86,88,83,57,67,17,89,37,85,79,27,77,82,97,78,81,47,99,84,98
73:74,79,43,83,71,53,93,77,75,76,78,81,82,63,91,92,72,23,33,13
71:74,79,83,93,11,92,77,75,76,78,41,61,81,91,82,73,72,31,21,51
15:55,24,26,34,17,14,11,16,25,85,19,95,36,35,45,75,18,12,65,13
16:86,46,26,24,34,15,17,14,11,25,19,36,66,35,18,76,12,56,96,13
83:86,88,43,71,89,53,85,93,72,73,87,82,81,91,63,92,84,33,23,13
94:34,24,74,86,54,14,85,99,84,75,97,76,91,92,93,44,96,64,98,95
34:24,74,26,54,37,14,15,16,25,94,36,84,35,38,32,44,64,33,31,39
36:34,46,26,86,24,15,37,14,25,16,66,35,38,76,32,56,96,33,31,39
45:55,46,49,43,15,54,25,85,42,95,66,35,75,65,47,56,44,64,41,48
82:86,62,88,83,71,89,93,85,52,42,22,73,87,81,12,92,91,84,72,32
18:58,88,48,29,39,15,17,14,11,16,27,37,19,38,78,12,68,98,28,13
78:74,58,79,68,88,71,89,99,87,77,75,76,18,38,97,73,72,98,28,48
84:86,24,88,83,34,74,54,89,14,85,94,96,87,82,75,76,81,44,64,95
63:62,83,43,67,53,93,69,23,42,73,52,66,51,65,68,64,33,61,41,13
44:34,46,49,24,43,74,54,55,14,42,94,84,66,45,65,47,56,64,41,48
79:74,29,49,59,71,89,88,69,87,77,75,76,78,97,99,73,72,98,39,19
31:34,71,37,11,23,13,22,36,35,38,51,41,32,61,81,91,12,33,39,21
41:62,46,49,43,71,53,11,52,42,45,63,51,21,47,61,44,81,91,31,48
48:46,49,58,43,68,88,57,59,67,42,28,45,38,18,78,47,44,69,98,41
